"Fecha","Hora","Demanda (MW)","Generación (MW)","Pronóstico (MW)"
"2020/02/24","0","4981.33","9388.67","435.67"
"2020/02/24","1","4835.25","9107.17","4542.08"
"2020/02/24","2","4806.92","9051.92","4819.33"
"2020/02/24","3","4741.67","9123.75","4683.25"
"2020/02/24","4","4814.83","9090.00","4602.33"
"2020/02/24","5","5007.00","9740.75","4569.42"
"2020/02/24","6","5323.00","10372.67","4534.92"
"2020/02/24","7","5542.08","10342.33","4547.58"
"2020/02/24","8","5847.42","10758.50","4543.50"
"2020/02/24","9","5970.17","10695.17","4569.58"
"2020/02/24","10","6111.92","11111.67","4660.00"
"2020/02/24","11","6201.42","11350.83","4740.42"
"2020/02/24","12","6234.92","11428.17","4791.00"
"2020/02/24","13","6393.42","11426.92","4825.25"
"2020/02/24","14","6380.08","11359.17","4852.75"
"2020/02/24","15","6419.17","11324.08","4855.00"
"2020/02/24","16","6563.75","11495.17","4848.58"
"2020/02/24","17","6434.08","11549.17","4865.42"
"2020/02/24","18","6159.83","11852.50","4915.58"
"2020/02/24","19","6302.75","12030.25","5126.25"
"2020/02/24","20","6345.25","12068.17","5382.42"
"2020/02/24","21","6189.67","11677.75","5440.67"
"2020/02/24","22","6088.67","11397.42","5389.83"
"2020/02/24","23","5881.50","11254.92","5239.67"
"2020/02/25","0","5753.58","10808.08","435.58"
"2020/02/25","1","5672.92","10680.75","4035.00"
"2020/02/25","2","5515.67","10674.08","4728.67"
"2020/02/25","3","5447.33","10737.42","4653.75"
"2020/02/25","4","5430.25","10711.83","4627.33"
"2020/02/25","5","5430.92","10666.42","4640.42"
"2020/02/25","6","5624.33","10814.00","4785.92"
"2020/02/25","7","5810.75","11061.83","5098.17"
"2020/02/25","8","5904.58","11149.92","5451.33"
"2020/02/25","9","6018.17","11108.75","5686.08"
"2020/02/25","10","6061.50","11064.33","5838.83"
"2020/02/25","11","6274.17","11013.83","5972.92"
"2020/02/25","12","6343.25","11046.50","6070.17"
"2020/02/25","13","6377.92","10865.83","6153.17"
"2020/02/25","14","6486.33","11200.92","6212.25"
"2020/02/25","15","6444.64","11341.64","6257.91"
"2020/02/25","16","6431.09","11514.82","6289.27"
"2020/02/25","17","6331.33","11530.92","6306.67"
"2020/02/25","18","6161.50","11753.33","6192.50"
"2020/02/25","19","6159.50","12181.58","6059.17"
"2020/02/25","20","6136.67","12020.92","6112.17"
"2020/02/25","21","6024.00","11501.58","6080.42"
"2020/02/25","22","5884.17","11520.00","5976.17"
"2020/02/25","23","5681.83","11448.33","5874.42"
"2020/02/26","0","5463.25","11270.83","488.83"
"2020/02/26","1","5321.17","11148.25","5154.42"
"2020/02/26","2","5189.25","10650.33","5482.75"
"2020/02/26","3","5070.17","10505.33","5361.83"
"2020/02/26","4","5133.00","10615.25","5273.17"
"2020/02/26","5","5042.25","10493.75","5271.50"
"2020/02/26","6","5168.25","10810.50","5370.08"
"2020/02/26","7","5462.50","11119.67","5522.00"
"2020/02/26","8","5599.33","11234.08","5697.25"
"2020/02/26","9","5755.17","10920.42","5837.58"
"2020/02/26","10","5835.58","10822.08","5980.08"
"2020/02/26","11","5868.42","10685.67","6099.25"
"2020/02/26","12","5858.75","10397.83","6223.58"
"2020/02/26","13","5802.00","10371.75","6291.75"
"2020/02/26","14","5787.58","10133.50","6343.75"
"2020/02/26","15","5753.83","10042.08","6384.67"
"2020/02/26","16","5797.83","10213.08","6408.17"
"2020/02/26","17","5687.33","10642.67","6408.17"
"2020/02/26","18","5642.09","11330.27","6327.09"
"2020/02/26","19","5767.50","11374.33","6329.00"
"2020/02/26","20","5765.42","11014.83","6309.75"
"2020/02/26","21","5760.75","11063.25","6226.42"
"2020/02/26","22","5693.83","10883.58","6126.42"
"2020/02/26","23","5703.50","10778.42","6011.67"
"2020/02/27","0","5522.00","9919.67","500.17"
"2020/02/27","1","5319.33","9261.00","5049.00"
"2020/02/27","2","5314.17","9142.92","5384.25"
"2020/02/27","3","5318.75","9204.92","5270.33"
"2020/02/27","4","5431.25","9421.92","5215.17"
"2020/02/27","5","5511.33","9856.33","5227.50"
"2020/02/27","6","5693.83","10637.33","5284.92"
"2020/02/27","7","5946.83","10783.58","5496.25"
"2020/02/27","8","6081.67","10694.50","5691.92"
"2020/02/27","9","6095.83","10345.00","5803.33"
"2020/02/27","10","6158.33","9980.33","5901.83"
"2020/02/27","11","6153.33","10298.33","6001.67"
"2020/02/27","12","6107.08","10635.42","6039.33"
"2020/02/27","13","6064.42","10489.75","6054.83"
"2020/02/27","14","6038.58","10520.58","6028.50"
"2020/02/27","15","6004.00","10615.50","6004.00"
"2020/02/27","16","5981.83","10484.83","5982.83"
"2020/02/27","17","5902.58","10525.75","5931.33"
"2020/02/27","18","5862.67","10951.33","5939.83"
"2020/02/27","19","5971.83","11497.08","6032.67"
"2020/02/27","20","6013.83","11661.67","6139.08"
"2020/02/27","21","5798.25","11730.00","5974.75"
"2020/02/27","22","5660.08","11317.58","5854.50"
"2020/02/27","23","5573.75","10625.50","5790.92"
"2020/02/28","0","5399.50","9306.75","482.17"
"2020/02/28","1","5448.75","8809.00","4914.25"
"2020/02/28","2","5374.42","8523.08","5230.83"
"2020/02/28","3","5358.08","8456.83","5136.50"
"2020/02/28","4","5303.42","8381.58","5094.17"
"2020/02/28","5","5583.25","9000.42","5130.42"
"2020/02/28","6","5831.00","10233.92","5239.42"
"2020/02/28","7","5963.17","10342.83","5590.00"
"2020/02/28","8","6099.00","10312.67","5727.33"
"2020/02/28","9","6153.58","10138.50","5834.17"
"2020/02/28","10","6062.75","10112.92","5929.17"
"2020/02/28","11","6065.92","10228.67","5963.58"
"2020/02/28","12","6026.58","10070.42","5957.75"
"2020/02/28","13","6187.75","9913.00","5937.75"
"2020/02/28","14","6039.58","10245.75","5945.17"
"2020/02/28","15","6078.33","10581.08","5955.17"
"2020/02/28","16","5979.92","10614.25","5957.83"
"2020/02/28","17","5896.17","10485.33","5937.17"
"2020/02/28","18","5822.00","10905.75","5887.17"
"2020/02/28","19","5791.83","11417.00","5918.75"
"2020/02/28","20","5747.33","11304.33","5976.08"
"2020/02/28","21","5632.33","11108.42","5964.50"
"2020/02/28","22","5547.00","10546.17","5903.42"
"2020/02/28","23","5572.75","10277.42","5836.58"
"2020/02/29","0","5362.42","9859.92","485.92"
"2020/02/29","1","5307.75","9647.75","5013.25"
"2020/02/29","2","5123.42","9305.75","5323.25"
"2020/02/29","3","5010.25","9203.33","5225.67"
"2020/02/29","4","5143.75","9332.83","5197.83"
"2020/02/29","5","5199.08","9403.92","5182.25"
"2020/02/29","6","5189.17","9241.83","5299.25"
"2020/02/29","7","5135.33","9419.58","5624.42"
"2020/02/29","8","5386.67","9006.50","5861.08"
"2020/02/29","9","5505.67","9119.25","5887.33"
"2020/02/29","10","5551.67","9141.33","5976.00"
"2020/02/29","11","5621.25","9139.83","6015.17"
"2020/02/29","12","5546.08","9076.58","5991.42"
"2020/02/29","13","5596.00","9174.75","5956.92"
"2020/02/29","14","5486.25","9251.92","5929.25"
"2020/02/29","15","5383.83","9249.25","5859.17"
"2020/02/29","16","5394.58","9000.50","5788.83"
"2020/02/29","17","5303.67","9611.17","5739.92"
"2020/02/29","18","5290.58","10388.67","5681.00"
"2020/02/29","19","5520.17","10700.33","5648.50"
"2020/02/29","20","5635.67","10764.33","5718.17"
"2020/02/29","21","5576.50","10867.75","5697.50"
"2020/02/29","22","5321.08","10431.75","5629.92"
"2020/02/29","23","5041.08","9561.75","5548.83"
"2020/03/01","0","4944.08","9102.92","923.67"
"2020/03/01","1","4846.33","8721.83","4805.17"
"2020/03/01","2","4579.50","8436.67","5108.17"
"2020/03/01","3","4471.50","8291.50","5002.50"
"2020/03/01","4","4484.00","8296.75","4947.25"
"2020/03/01","5","4418.33","8213.17","4954.00"
"2020/03/01","6","4435.67","7830.67","4988.00"
"2020/03/01","7","4374.25","7691.92","5040.50"
"2020/03/01","8","4452.67","7645.00","5151.33"
"2020/03/01","9","4526.75","7596.50","5254.33"
"2020/03/01","10","4636.17","7787.58","5386.67"
"2020/03/01","11","4819.25","7831.92","5447.42"
"2020/03/01","12","4913.17","7614.75","5472.17"
"2020/03/01","13","5017.42","7526.17","5435.50"
"2020/03/01","14","5060.75","7748.92","5357.75"
"2020/03/01","15","4996.17","7939.08","5240.08"
"2020/03/01","16","4968.00","7979.00","5169.17"
"2020/03/01","17","4968.00","7979.00","5137.75"
"2020/03/01","18","4968.00","7979.00","5086.50"
"2020/03/01","19","4968.00","7979.00","5252.50"
"2020/03/01","20","4968.00","7979.00","5382.58"
"2020/03/01","21","4968.00","7979.00","5373.83"
"2020/03/01","22","4968.00","7979.00","5205.92"
"2020/03/01","23","4968.00","7979.00","5034.25"
"2020/03/02","0","4968.00","7979.00","418.33"
"2020/03/02","1","4968.00","7979.00","4330.33"
"2020/03/02","2","4968.00","7979.00","4581.00"
"2020/03/02","3","4968.00","7979.00","4442.42"
"2020/03/02","4","4968.00","7979.00","4357.67"
"2020/03/02","5","4968.00","7979.00","4333.58"
"2020/03/02","6","4968.00","7979.00","4335.33"
"2020/03/02","7","4968.00","7979.00","4338.75"
"2020/03/02","8","5001.83","8173.42","4311.50"
"2020/03/02","9","5159.92","9351.92","4352.08"
"2020/03/02","10","5519.50","11118.33","4467.83"
"2020/03/02","11","5447.58","11126.17","4547.67"
"2020/03/02","12","5156.33","9580.00","4620.00"
"2020/03/02","13","4956.42","8909.08","4675.50"
"2020/03/02","14","5146.58","9443.67","4694.67"
"2020/03/02","15","5790.33","11074.25","4692.33"
"2020/03/02","16","6690.67","10854.83","4717.67"
"2020/03/02","17","6680.00","11048.83","4754.83"
"2020/03/02","18","6475.25","11346.08","4776.33"
"2020/03/02","19","6470.83","12025.83","4930.17"
"2020/03/02","20","6449.92","12030.83","5238.25"
"2020/03/02","21","6398.83","11783.08","5367.67"
"2020/03/02","22","6298.92","11813.00","5313.75"
"2020/03/02","23","6242.33","11208.33","5140.25"
"2020/03/03","0","6015.17","10924.08","427.08"
"2020/03/03","1","5888.83","10779.00","4519.17"
"2020/03/03","2","5746.67","10688.50","4794.33"
"2020/03/03","3","5679.00","10780.42","4700.42"
"2020/03/03","4","5669.92","10896.58","4649.92"
"2020/03/03","5","5671.08","10768.08","4653.33"
"2020/03/03","6","5942.00","10835.42","4813.50"
"2020/03/03","7","6030.83","10919.25","5111.25"
"2020/03/03","8","6131.75","11031.42","5394.58"
"2020/03/03","9","6288.33","11164.83","5624.25"
"2020/03/03","10","6333.83","11052.17","5830.92"
"2020/03/03","11","6415.50","11077.75","5996.50"
"2020/03/03","12","6581.75","11410.50","6145.67"
"2020/03/03","13","6725.33","11640.42","6256.08"
"2020/03/03","14","6782.50","11865.50","6385.08"
"2020/03/03","15","6773.67","12077.50","6470.25"
"2020/03/03","16","6701.08","11978.00","6530.17"
"2020/03/03","17","6549.25","11954.83","6554.25"
"2020/03/03","18","6373.50","11768.17","6435.92"
"2020/03/03","19","6423.25","11965.92","6285.67"
"2020/03/03","20","6480.83","12063.58","6296.83"
"2020/03/03","21","6383.75","11753.67","6263.25"
"2020/03/03","22","6382.17","11415.67","6161.00"
"2020/03/03","23","6288.50","11199.17","6052.08"
"2020/03/04","0","6143.08","11223.75","503.58"
"2020/03/04","1","5949.00","11053.58","5335.00"
"2020/03/04","2","5865.92","10822.33","5654.08"
"2020/03/04","3","5796.25","10575.58","5519.83"
"2020/03/04","4","5788.92","10711.42","5437.50"
"2020/03/04","5","5905.25","10951.92","5432.83"
"2020/03/04","6","6050.33","10959.83","5488.00"
"2020/03/04","7","6131.00","11190.58","5661.67"
"2020/03/04","8","6264.75","11273.08","5815.42"
"2020/03/04","9","6468.92","11409.33","5952.67"
"2020/03/04","10","6631.75","11599.08","6087.75"
"2020/03/04","11","6698.08","11898.42","6213.58"
"2020/03/04","12","6659.17","11756.00","6309.25"
"2020/03/04","13","6604.17","10967.67","6404.08"
"2020/03/04","14","6711.67","11045.92","6490.83"
"2020/03/04","15","6754.75","11653.50","6561.25"
"2020/03/04","16","6697.25","11673.83","6603.67"
"2020/03/04","17","6486.50","11496.25","6605.33"
"2020/03/04","18","6345.50","11453.00","6516.08"
"2020/03/04","19","6391.17","11808.33","6419.08"
"2020/03/04","20","6306.58","11731.92","6410.08"
"2020/03/04","21","6248.92","11436.33","6364.17"
"2020/03/04","22","6119.92","11310.92","6270.00"
"2020/03/04","23","5997.58","11201.42","6140.17"
"2020/03/05","0","5822.33","11054.33","510.83"
"2020/03/05","1","5642.08","10773.58","5384.50"
"2020/03/05","2","5476.92","10561.83","5715.42"
"2020/03/05","3","5323.25","10384.58","5565.33"
"2020/03/05","4","5337.67","10314.50","5512.67"
"2020/03/05","5","5361.00","10542.75","5500.75"
"2020/03/05","6","5514.58","10725.58","5544.92"
"2020/03/05","7","5671.42","10685.08","5692.92"
"2020/03/05","8","5778.42","10728.75","5841.67"
"2020/03/05","9","5840.50","10503.17","5977.75"
"2020/03/05","10","5924.33","10819.83","6077.92"
"2020/03/05","11","5920.67","10938.08","6174.00"
"2020/03/05","12","5983.08","10824.00","6266.33"
"2020/03/05","13","6031.42","10885.58","6349.17"
"2020/03/05","14","6062.92","10825.50","6419.25"
"2020/03/05","15","6140.00","10826.67","6469.00"
"2020/03/05","16","6183.83","10622.75","6483.08"
"2020/03/05","17","6044.92","10776.92","6474.83"
"2020/03/05","18","5925.08","10864.75","6368.58"
"2020/03/05","19","5989.83","11348.67","6253.58"
"2020/03/05","20","6034.33","11445.00","6236.89"
"2020/03/05","21","5823.00","11284.22","6222.00"
"2020/03/05","22","5769.92","11112.08","6136.75"
"2020/03/05","23","5793.08","10901.75","6032.75"
"2020/03/06","0","5612.42","10459.92","502.00"
"2020/03/06","1","5472.83","9509.17","5269.92"
"2020/03/06","2","5315.83","8987.92","5599.58"
"2020/03/06","3","5296.83","8875.67","5484.25"
"2020/03/06","4","5317.67","8940.83","5423.67"
"2020/03/06","5","5314.17","9208.58","5421.75"
"2020/03/06","6","5521.00","10344.92","5488.92"
"2020/03/06","7","5673.17","10857.42","5594.00"
"2020/03/06","8","5870.58","10511.00","5763.42"
"2020/03/06","9","6009.08","9993.17","5887.08"
"2020/03/06","10","6168.42","10215.17","5986.17"
"2020/03/06","11","6125.75","10099.00","6075.50"
"2020/03/06","12","6155.92","10130.17","6130.33"
"2020/03/06","13","6224.08","9988.08","6149.17"
"2020/03/06","14","6208.91","10139.82","6144.55"
"2020/03/06","15","6211.08","10292.92","6115.58"
"2020/03/06","16","6240.42","10453.33","6108.42"
"2020/03/06","17","6118.33","10498.25","6074.08"
"2020/03/06","18","5961.17","10521.08","6031.58"
"2020/03/06","19","5916.42","10279.17","5992.25"
"2020/03/06","20","5855.75","10192.25","6022.92"
"2020/03/06","21","5809.67","10086.83","5978.33"
"2020/03/06","22","5780.00","10315.25","5875.00"
"2020/03/06","23","5858.08","10244.58","5742.25"
"2020/03/07","0","5702.83","10133.92","477.58"
"2020/03/07","1","5434.17","9861.42","4708.92"
"2020/03/07","2","5370.75","9173.83","5018.75"
"2020/03/07","3","5273.17","8897.33","4920.92"
"2020/03/07","4","5219.75","8896.00","4885.50"
"2020/03/07","5","5215.17","9087.58","4916.00"
"2020/03/07","6","5197.33","9459.00","5021.67"
"2020/03/07","7","5360.33","9856.00","5185.00"
"2020/03/07","8","5496.00","9775.58","5368.58"
"2020/03/07","9","5712.58","9594.33","5472.00"
"2020/03/07","10","5781.33","9948.92","5557.00"
"2020/03/07","11","5750.75","10008.33","5630.00"
"2020/03/07","12","5752.83","10005.92","5649.75"
"2020/03/07","13","5639.42","9986.33","5660.17"
"2020/03/07","14","5550.08","10040.58","5662.67"
"2020/03/07","15","5420.75","9792.50","5668.00"
"2020/03/07","16","5506.17","10021.42","5656.17"
"2020/03/07","17","5418.33","10328.67","5612.83"
"2020/03/07","18","5500.17","10701.17","5527.42"
"2020/03/07","19","5664.75","11058.67","5511.67"
"2020/03/07","20","5720.42","11299.67","5550.33"
"2020/03/07","21","5548.33","11291.42","5465.08"
"2020/03/07","22","5307.25","11102.75","5362.58"
"2020/03/07","23","5082.00","10017.58","5270.58"
"2020/03/08","0","4892.67","9114.25","438.58"
"2020/03/08","1","4843.75","8432.50","4872.08"
"2020/03/08","2","4805.42","8306.25","5145.42"
"2020/03/08","3","4854.75","8267.08","5009.92"
"2020/03/08","4","4824.75","8132.33","4955.00"
"2020/03/08","5","4800.25","8162.42","4959.25"
"2020/03/08","6","4772.83","8379.50","4992.08"
"2020/03/08","7","4687.67","8056.42","5079.33"
"2020/03/08","8","4692.08","7480.00","5174.08"
"2020/03/08","9","4897.42","7587.83","5292.92"
"2020/03/08","10","4961.58","7841.50","5386.42"
"2020/03/08","11","5046.92","7783.75","5458.17"
"2020/03/08","12","4870.25","7607.50","5489.67"
"2020/03/08","13","4820.17","7925.17","5493.83"
"2020/03/08","14","4924.42","8308.67","5461.92"
"2020/03/08","15","4870.58","8452.92","5344.42"
"2020/03/08","16","4884.33","8892.33","5258.44"
"2020/03/08","17","4826.00","9031.50","5219.67"
"2020/03/08","18","4885.67","9579.92","5247.25"
"2020/03/08","19","5102.58","10379.42","5292.50"
"2020/03/08","20","5299.00","10767.25","5521.00"
"2020/03/08","21","5276.75","10640.75","5523.58"
"2020/03/08","22","5200.83","10346.67","5397.33"
"2020/03/08","23","5030.00","9967.25","5215.50"
"2020/03/09","0","4902.58","9136.75","433.33"
"2020/03/09","1","4845.75","8579.00","3948.33"
"2020/03/09","2","4654.25","8318.33","4583.08"
"2020/03/09","3","4719.92","8045.50","4441.58"
"2020/03/09","4","4758.75","7964.25","4358.50"
"2020/03/09","5","4876.67","8381.50","4324.50"
"2020/03/09","6","5196.92","9413.92","4315.58"
"2020/03/09","7","5381.42","9905.67","4314.08"
"2020/03/09","8","5827.33","10154.58","4292.92"
"2020/03/09","9","6001.42","10603.50","4375.33"
"2020/03/09","10","6037.75","11364.83","4479.25"
"2020/03/09","11","6162.09","11564.09","4564.36"
"2020/03/09","12","6183.67","11414.58","4624.25"
"2020/03/09","13","6299.50","11404.58","4652.83"
"2020/03/09","14","6247.17","11595.67","4677.92"
"2020/03/09","15","6209.17","11559.33","4701.67"
"2020/03/09","16","6192.08","11774.42","4723.42"
"2020/03/09","17","6194.25","11892.08","4743.33"
"2020/03/09","18","6123.75","11865.83","4796.33"
"2020/03/09","19","6200.50","11730.42","4946.75"
"2020/03/09","20","6182.00","11586.25","5261.58"
"2020/03/09","21","5970.00","11613.83","5344.00"
"2020/03/09","22","5911.08","11698.33","5271.08"
"2020/03/09","23","5829.67","11425.42","5100.83"
"2020/03/10","0","5649.42","10816.08","423.83"
"2020/03/10","1","5512.58","10116.92","4402.75"
"2020/03/10","2","5439.42","9402.17","4706.75"
"2020/03/10","3","5366.33","9269.00","4631.08"
"2020/03/10","4","5487.83","9281.50","4596.58"
"2020/03/10","5","5579.00","9597.08","4631.58"
"2020/03/10","6","5851.08","10846.33","4735.00"
"2020/03/10","7","5920.83","11028.33","5060.25"
"2020/03/10","8","6028.58","11216.92","5339.17"
"2020/03/10","9","6239.67","11143.17","5568.25"
"2020/03/10","10","6344.58","10907.08","5726.33"
"2020/03/10","11","6371.25","10891.17","5861.83"
"2020/03/10","12","6472.67","11107.25","5963.75"
"2020/03/10","13","6487.42","11041.25","6059.08"
"2020/03/10","14","6475.58","11111.75","6142.17"
"2020/03/10","15","6484.33","11516.25","6182.00"
"2020/03/10","16","6487.92","11915.50","6208.83"
"2020/03/10","17","6338.33","12101.42","6219.25"
"2020/03/10","18","6182.33","11998.33","6153.33"
"2020/03/10","19","6319.17","12149.42","6068.50"
"2020/03/10","20","6223.92","12152.00","6083.08"
"2020/03/10","21","6165.92","11913.83","6020.83"
"2020/03/10","22","6040.42","11749.08","5924.25"
"2020/03/10","23","5912.92","11603.00","5818.83"
"2020/03/11","0","5746.58","11419.67","484.17"
"2020/03/11","1","5614.75","10767.83","5161.75"
"2020/03/11","2","5489.00","9791.83","5459.58"
"2020/03/11","3","5418.58","9624.17","5326.67"
"2020/03/11","4","5509.42","9835.83","5274.75"
"2020/03/11","5","5469.42","10284.42","5271.92"
"2020/03/11","6","5740.33","10915.75","5361.83"
"2020/03/11","7","5994.75","11228.67","5508.42"
"2020/03/11","8","6182.92","10739.75","5691.50"
"2020/03/11","9","6347.75","10765.50","5856.42"
"2020/03/11","10","6402.25","11216.58","5991.00"
"2020/03/11","11","6519.58","11191.25","6097.33"
"2020/03/11","12","6602.83","11217.67","6194.92"
"2020/03/11","13","6684.92","11135.17","6297.42"
"2020/03/11","14","6741.00","11320.17","6374.75"
"2020/03/11","15","6796.17","11676.58","6424.08"
"2020/03/11","16","6875.25","11956.00","6456.42"
"2020/03/11","17","6701.33","12072.08","6464.50"
"2020/03/11","18","6486.58","12270.17","6424.67"
"2020/03/11","19","6603.17","12587.83","6330.25"
"2020/03/11","20","6569.33","12381.25","6359.58"
"2020/03/11","21","6534.67","12568.67","6311.67"
"2020/03/11","22","6366.58","12289.50","6208.92"
"2020/03/11","23","6359.58","12106.00","6097.33"
"2020/03/12","0","6030.08","11812.08","507.33"
"2020/03/12","1","5905.42","11278.58","5168.17"
"2020/03/12","2","5765.08","10769.83","5468.42"
"2020/03/12","3","5746.42","10454.67","5340.25"
"2020/03/12","4","5686.00","10167.33","5301.58"
"2020/03/12","5","5789.08","10458.08","5317.33"
"2020/03/12","6","5993.25","11372.00","5387.75"
"2020/03/12","7","6034.83","11336.67","5558.08"
"2020/03/12","8","6273.83","11048.58","5692.17"
"2020/03/12","9","6334.92","11195.33","5843.25"
"2020/03/12","10","6467.33","11686.67","5975.17"
"2020/03/12","11","6578.33","11787.58","6084.08"
"2020/03/12","12","6681.83","12007.50","6198.42"
"2020/03/12","13","6850.83","12161.17","6285.92"
"2020/03/12","14","6921.50","12170.17","6381.92"
"2020/03/12","15","7008.75","12379.33","6445.92"
"2020/03/12","16","6960.17","12521.25","6491.33"
"2020/03/12","17","6872.42","12583.58","6528.92"
"2020/03/12","18","6592.50","12598.50","6461.42"
"2020/03/12","19","6668.42","12493.25","6332.17"
"2020/03/12","20","6474.08","12215.17","6386.08"
"2020/03/12","21","6391.67","12073.50","6318.67"
"2020/03/12","22","6397.42","12005.00","6242.33"
"2020/03/12","23","6434.92","12001.92","6146.17"
"2020/03/13","0","6296.82","11773.45","558.00"
"2020/03/13","1","6050.00","11559.58","5369.83"
"2020/03/13","2","5887.33","11445.92","5688.83"
"2020/03/13","3","5807.67","11165.58","5529.42"
"2020/03/13","4","5710.50","11038.00","5464.83"
"2020/03/13","5","5830.50","11049.92","5468.25"
"2020/03/13","6","6003.83","11220.17","5544.17"
"2020/03/13","7","6095.67","11214.92","5711.42"
"2020/03/13","8","6398.75","11123.08","5884.58"
"2020/03/13","9","6680.58","11321.50","6050.25"
"2020/03/13","10","6783.08","11689.83","6150.92"
"2020/03/13","11","6904.67","11786.17","6332.17"
"2020/03/13","12","6985.33","11925.50","6432.83"
"2020/03/13","13","7105.08","12045.42","6535.42"
"2020/03/13","14","7128.25","12095.67","6626.50"
"2020/03/13","15","7117.08","12283.08","6744.92"
"2020/03/13","16","7105.67","12398.00","6777.00"
"2020/03/13","17","6979.00","12398.42","6768.92"
"2020/03/13","18","6736.25","12529.92","6635.08"
"2020/03/13","19","6743.25","12533.33","6493.75"
"2020/03/13","20","6756.67","12267.58","6540.67"
"2020/03/13","21","6726.00","12064.17","6510.25"
"2020/03/13","22","6676.17","11898.50","6414.42"
"2020/03/13","23","6612.42","11683.50","6316.17"
"2020/03/14","0","6513.83","11705.58","525.67"
"2020/03/14","1","6316.33","11634.75","5632.92"
"2020/03/14","2","6176.17","11314.92","6005.67"
"2020/03/14","3","6166.67","11221.67","5876.58"
"2020/03/14","4","6070.50","11046.92","5799.33"
"2020/03/14","5","5926.42","10938.92","5801.58"
"2020/03/14","6","5860.25","10876.67","5864.42"
"2020/03/14","7","5938.83","11003.42","5998.33"
"2020/03/14","8","6151.25","10406.50","6054.00"
"2020/03/14","9","6327.33","10427.17","6203.75"
"2020/03/14","10","6537.67","10452.42","6332.50"
"2020/03/14","11","6617.83","10625.33","6475.00"
"2020/03/14","12","6680.75","11087.75","6597.92"
"2020/03/14","13","6651.08","11191.75","6720.75"
"2020/03/14","14","6662.33","11264.58","6826.33"
"2020/03/14","15","6616.67","11331.58","6902.83"
"2020/03/14","16","6655.00","11257.42","6946.58"
"2020/03/14","17","6548.08","11248.17","6916.08"
"2020/03/14","18","6367.58","11383.42","6776.42"
"2020/03/14","19","6560.83","11757.25","6632.92"
"2020/03/14","20","6592.67","11728.83","6665.92"
"2020/03/14","21","6453.58","11812.75","6584.75"
"2020/03/14","22","6194.25","11546.08","6492.67"
"2020/03/14","23","6084.75","11520.33","6411.67"
"2020/03/15","0","5937.92","11231.25","533.75"
"2020/03/15","1","5758.33","10968.17","5697.08"
"2020/03/15","2","5656.83","10824.33","6090.33"
"2020/03/15","3","5551.42","10204.75","5950.67"
"2020/03/15","4","5439.92","9855.83","5852.83"
"2020/03/15","5","5433.08","9978.58","5819.33"
"2020/03/15","6","5308.50","9824.42","5817.00"
"2020/03/15","7","5337.75","9315.75","5833.50"
"2020/03/15","8","5305.58","8326.92","5876.25"
"2020/03/15","9","5379.92","7907.25","5997.33"
"2020/03/15","10","5440.50","8333.25","6160.17"
"2020/03/15","11","5550.00","8352.83","6317.00"
"2020/03/15","12","5588.50","8305.58","6411.58"
"2020/03/15","13","5597.25","8531.58","6451.08"
"2020/03/15","14","5541.83","9019.50","6443.92"
"2020/03/15","15","5518.00","9537.33","6392.58"
"2020/03/15","16","5439.33","10179.17","6306.42"
"2020/03/15","17","5324.17","10495.58","6263.25"
"2020/03/15","18","5164.25","10695.17","6227.00"
"2020/03/15","19","5422.42","11099.92","6230.42"
"2020/03/15","20","5455.75","11079.25","6423.50"
"2020/03/15","21","5470.33","10924.25","6427.25"
"2020/03/15","22","5417.33","10856.33","6316.92"
"2020/03/15","23","5255.83","10762.08","6145.67"
"2020/03/16","0","5110.58","10211.42","510.92"
"2020/03/16","1","4894.50","9605.83","5195.67"
"2020/03/16","2","4750.58","9232.67","5517.67"
"2020/03/16","3","4723.00","9049.83","5389.42"
"2020/03/16","4","4685.50","8644.50","5276.33"
"2020/03/16","5","4903.75","8436.83","5218.42"
"2020/03/16","6","4976.33","8227.50","5163.58"
"2020/03/16","7","4961.75","8232.50","5094.83"
"2020/03/16","8","5103.83","7986.08","5007.42"
"2020/03/16","9","5309.92","8170.92","5056.83"
"2020/03/16","10","5300.17","8717.42","5161.00"
"2020/03/16","11","5373.25","9300.83","5256.17"
"2020/03/16","12","5473.92","10027.42","5350.17"
"2020/03/16","13","5557.00","10044.33","5411.33"
"2020/03/16","14","5434.42","10262.42","5473.33"
"2020/03/16","15","5482.67","10428.75","5508.25"
"2020/03/16","16","5534.33","10481.42","5500.00"
"2020/03/16","17","5511.42","10070.58","5496.25"
"2020/03/16","18","5566.50","10837.67","5500.58"
"2020/03/16","19","5940.58","11323.08","5574.33"
"2020/03/16","20","6002.67","11325.50","5856.00"
"2020/03/16","21","5942.67","11401.67","5969.00"
"2020/03/16","22","5719.92","10759.83","5969.67"
"2020/03/16","23","5605.33","10023.00","5842.50"
"2020/03/17","0","5519.42","9473.08","485.92"
"2020/03/17","1","5452.58","9059.67","4465.00"
"2020/03/17","2","5408.58","8854.33","5217.75"
"2020/03/17","3","5255.33","8709.75","5105.08"
"2020/03/17","4","5242.67","8869.67","5008.00"
"2020/03/17","5","5372.67","9318.25","4968.83"
"2020/03/17","6","5622.67","10310.92","4982.50"
"2020/03/17","7","5883.92","10539.25","4985.83"
"2020/03/17","8","6147.58","10290.92","5014.42"
